KEY_benef_mun,best_match,match_score,CVE_ENT,Entidad_inegi,CVE_MUN,Municipio_inegi,KEY_inegi_municipio
guerrero-cochoapa el grande,guerrero-cochoapa el grande,100,12,Guerrero,78,Cochoapa el Grande,guerrero-cochoapa el grande
puebla-chichiquila,puebla-chichiquila,100,21,Puebla,50,Chichiquila,puebla-chichiquila
zacatecas-mazapil,zacatecas-mazapil,100,32,Zacatecas,26,Mazapil,zacatecas-mazapil
puebla-rafael lara grajales,puebla-rafael lara grajales,100,21,Puebla,117,Rafael Lara Grajales,puebla-rafael lara grajales
oaxaca-san bartolo coyotepec,oaxaca-san bartolo coyotepec,100,20,Oaxaca,115,San Bartolo Coyotepec,oaxaca-san bartolo coyotepec
oaxaca-san agustin loxicha,oaxaca-san agustin loxicha,100,20,Oaxaca,85,San Agustín Loxicha,oaxaca-san agustin loxicha
oaxaca-san miguel tenango,oaxaca-san miguel tenango,100,20,Oaxaca,282,San Miguel Tenango,oaxaca-san miguel tenango
oaxaca-san antonino castillo velasco,oaxaca-san antonino castillo velasco,100,20,Oaxaca,103,San Antonino Castillo Velasco,oaxaca-san antonino castillo velasco
oaxaca-san bartolome yucuane,oaxaca-san bartolome yucuane,100,20,Oaxaca,119,San Bartolomé Yucuañe,oaxaca-san bartolome yucuane
tlaxcala-tlaxco,tlaxcala-tlaxco,100,29,Tlaxcala,34,Tlaxco,tlaxcala-tlaxco
tlaxcala-calpulalpan,tlaxcala-calpulalpan,100,29,Tlaxcala,6,Calpulalpan,tlaxcala-calpulalpan
oaxaca-san juan quiotepec,oaxaca-san juan quiotepec,100,20,Oaxaca,214,San Juan Quiotepec,oaxaca-san juan quiotepec
oaxaca-san juan de los cues,oaxaca-san juan de los cues,100,20,Oaxaca,206,San Juan de los Cués,oaxaca-san juan de los cues
oaxaca-cosolapa,oaxaca-cosolapa,100,20,Oaxaca,21,Cosolapa,oaxaca-cosolapa
chiapas-el porvenir,chiapas-el porvenir,100,7,Chiapas,70,El Porvenir,chiapas-el porvenir
oaxaca-san miguel del puerto,oaxaca-san miguel del puerto,100,20,Oaxaca,266,San Miguel del Puerto,oaxaca-san miguel del puerto
oaxaca-san pedro apostol,oaxaca-san pedro apostol,100,20,Oaxaca,301,San Pedro Apóstol,oaxaca-san pedro apostol
oaxaca-san pedro yolox,oaxaca-san pedro yolox,100,20,Oaxaca,336,San Pedro Yólox,oaxaca-san pedro yolox
oaxaca-santiago chazumba,oaxaca-villa de santiago chazumba,95,20,Oaxaca,459,Villa de Santiago Chazumba,oaxaca-villa de santiago chazumba
chiapas-chalchihuitan,chiapas-chalchihuitan,100,7,Chiapas,22,Chalchihuitán,chiapas-chalchihuitan
puebla-cuapiaxtla de madero,puebla-cuapiaxtla de madero,100,21,Puebla,38,Cuapiaxtla de Madero,puebla-cuapiaxtla de madero
oaxaca-santa maria mixtequilla,oaxaca-santa maria mixtequilla,100,20,Oaxaca,421,Santa María Mixtequilla,oaxaca-santa maria mixtequilla
puebla-huejotzingo,puebla-huejotzingo,100,21,Puebla,74,Huejotzingo,puebla-huejotzingo
puebla-quimixtlan,puebla-quimixtlan,100,21,Puebla,116,Quimixtlán,puebla-quimixtlan
chiapas-sitala,chiapas-sitala,100,7,Chiapas,82,Sitalá,chiapas-sitala
oaxaca-santa maria ecatepec,oaxaca-santa maria ecatepec,100,20,Oaxaca,410,Santa María Ecatepec,oaxaca-santa maria ecatepec
puebla-amozoc,puebla-amozoc,100,21,Puebla,15,Amozoc,puebla-amozoc
chiapas-totolapa,chiapas-totolapa,100,7,Chiapas,98,Totolapa,chiapas-totolapa
oaxaca-martires de tacubaya,oaxaca-martires de tacubaya,100,20,Oaxaca,56,Mártires de Tacubaya,oaxaca-martires de tacubaya
morelos-yecapixtla,morelos-yecapixtla,100,17,Morelos,30,Yecapixtla,morelos-yecapixtla
oaxaca-san sebastian tecomaxtlahuaca,oaxaca-san sebastian tecomaxtlahuaca,100,20,Oaxaca,348,San Sebastián Tecomaxtlahuaca,oaxaca-san sebastian tecomaxtlahuaca
puebla-tepatlaxco de hidalgo,puebla-tepatlaxco de hidalgo,100,21,Puebla,163,Tepatlaxco de Hidalgo,puebla-tepatlaxco de hidalgo
morelos-cuernavaca,morelos-cuernavaca,100,17,Morelos,7,Cuernavaca,morelos-cuernavaca
oaxaca-pinotepa de don luis,oaxaca-pinotepa de don luis,100,20,Oaxaca,70,Pinotepa de Don Luis,oaxaca-pinotepa de don luis
oaxaca-san andres huaxpaltepec,oaxaca-san andres huaxpaltepec,100,20,Oaxaca,90,San Andrés Huaxpaltepec,oaxaca-san andres huaxpaltepec
zacatecas-calera,zacatecas-calera,100,32,Zacatecas,5,Calera,zacatecas-calera
oaxaca-santa maria yolotepec,oaxaca-santa maria yolotepec,100,20,Oaxaca,444,Santa María Yolotepec,oaxaca-santa maria yolotepec
chiapas-marques de comillas,chiapas-marques de comillas,100,7,Chiapas,116,Marqués de Comillas,chiapas-marques de comillas
chiapas-ocotepec,chiapas-ocotepec,100,7,Chiapas,60,Ocotepec,chiapas-ocotepec
puebla-guadalupe victoria,puebla-guadalupe victoria,100,21,Puebla,67,Guadalupe Victoria,puebla-guadalupe victoria
chiapas-frontera hidalgo,chiapas-frontera hidalgo,100,7,Chiapas,35,Frontera Hidalgo,chiapas-frontera hidalgo
oaxaca-santa maria ipalapa,oaxaca-santa maria ipalapa,100,20,Oaxaca,415,Santa María Ipalapa,oaxaca-santa maria ipalapa
chiapas-jitotol,chiapas-jitotol,100,7,Chiapas,47,Jitotol,chiapas-jitotol
oaxaca-san jose tenango,oaxaca-san jose tenango,100,20,Oaxaca,171,San José Tenango,oaxaca-san jose tenango
oaxaca-san simon almolongas,oaxaca-san simon almolongas,100,20,Oaxaca,351,San Simón Almolongas,oaxaca-san simon almolongas
oaxaca-magdalena tequisistlan,oaxaca-magdalena tequisistlan,100,20,Oaxaca,52,Magdalena Tequisistlán,oaxaca-magdalena tequisistlan
oaxaca-santo domingo tepuxtepec,oaxaca-santo domingo tepuxtepec,100,20,Oaxaca,517,Santo Domingo Tepuxtepec,oaxaca-santo domingo tepuxtepec
chiapas-ixtapangajoya,chiapas-ixtapangajoya,100,7,Chiapas,45,Ixtapangajoya,chiapas-ixtapangajoya
chiapas-huehuetan,chiapas-huehuetan,100,7,Chiapas,37,Huehuetán,chiapas-huehuetan
oaxaca-san juan bautista cuicatlan,oaxaca-san juan bautista cuicatlan,100,20,Oaxaca,177,San Juan Bautista Cuicatlán,oaxaca-san juan bautista cuicatlan
oaxaca-tataltepec de valdes,oaxaca-tataltepec de valdes,100,20,Oaxaca,543,Tataltepec de Valdés,oaxaca-tataltepec de valdes
oaxaca-tlacolula de matamoros,oaxaca-tlacolula de matamoros,100,20,Oaxaca,551,Tlacolula de Matamoros,oaxaca-tlacolula de matamoros
chiapas-tenejapa,chiapas-tenejapa,100,7,Chiapas,93,Tenejapa,chiapas-tenejapa
oaxaca-san lucas quiavini,oaxaca-san lucas quiavini,100,20,Oaxaca,233,San Lucas Quiaviní,oaxaca-san lucas quiavini
oaxaca-santo domingo zanatepec,oaxaca-santo domingo zanatepec,100,20,Oaxaca,525,Santo Domingo Zanatepec,oaxaca-santo domingo zanatepec
chiapas-oxchuc,chiapas-oxchuc,100,7,Chiapas,64,Oxchuc,chiapas-oxchuc
puebla-yehualtepec,puebla-yehualtepec,100,21,Puebla,205,Yehualtepec,puebla-yehualtepec
oaxaca-santa maria yosoyua,oaxaca-santa maria yosoyua,100,20,Oaxaca,445,Santa María Yosoyúa,oaxaca-santa maria yosoyua
oaxaca-santa cruz acatepec,oaxaca-santa cruz acatepec,100,20,Oaxaca,374,Santa Cruz Acatepec,oaxaca-santa cruz acatepec
oaxaca-santiago miltepec,oaxaca-santiago miltepec,100,20,Oaxaca,476,Santiago Miltepec,oaxaca-santiago miltepec
oaxaca-san jose del progreso,oaxaca-san jose del progreso,100,20,Oaxaca,72,San José del Progreso,oaxaca-san jose del progreso
oaxaca-san pedro martir,oaxaca-san pedro martir,100,20,Oaxaca,315,San Pedro Mártir,oaxaca-san pedro martir
oaxaca-san pedro sochiapam,oaxaca-san pedro sochiapam,100,20,Oaxaca,326,San Pedro Sochiápam,oaxaca-san pedro sochiapam
oaxaca-santa maria teopoxco,oaxaca-santa maria teopoxco,100,20,Oaxaca,434,Santa María Teopoxco,oaxaca-santa maria teopoxco
oaxaca-santa maria petapa,oaxaca-santa maria petapa,100,20,Oaxaca,427,Santa María Petapa,oaxaca-santa maria petapa
durango-san dimas,durango-san dimas,100,10,Durango,26,San Dimas,durango-san dimas
oaxaca-santos reyes tepejillo,oaxaca-santos reyes tepejillo,100,20,Oaxaca,528,Santos Reyes Tepejillo,oaxaca-santos reyes tepejillo
oaxaca-santa maria ozolotepec,oaxaca-santa maria ozolotepec,100,20,Oaxaca,424,Santa María Ozolotepec,oaxaca-santa maria ozolotepec
zacatecas-vetagrande,zacatecas-vetagrande,100,32,Zacatecas,50,Vetagrande,zacatecas-vetagrande
oaxaca-san andres zabache,oaxaca-san andres zabache,100,20,Oaxaca,101,San Andrés Zabache,oaxaca-san andres zabache
oaxaca-san lucas zoquiapam,oaxaca-san lucas zoquiapam,100,20,Oaxaca,234,San Lucas Zoquiápam,oaxaca-san lucas zoquiapam
chiapas-nicolas ruiz,chiapas-nicolas ruiz,100,7,Chiapas,58,Nicolás Ruíz,chiapas-nicolas ruiz
oaxaca-santo domingo roayaga,oaxaca-santo domingo roayaga,100,20,Oaxaca,514,Santo Domingo Roayaga,oaxaca-santo domingo roayaga
chiapas-motozintla,chiapas-motozintla,100,7,Chiapas,57,Motozintla,chiapas-motozintla
morelos-coatetelco,morelos-coatetelco,100,17,Morelos,34,Coatetelco,morelos-coatetelco
oaxaca-san pedro tapanatepec,oaxaca-san pedro tapanatepec,100,20,Oaxaca,327,San Pedro Tapanatepec,oaxaca-san pedro tapanatepec
oaxaca-santo domingo ozolotepec,oaxaca-santo domingo ozolotepec,100,20,Oaxaca,512,Santo Domingo Ozolotepec,oaxaca-santo domingo ozolotepec
oaxaca-santa maria atzompa,oaxaca-santa maria atzompa,100,20,Oaxaca,399,Santa María Atzompa,oaxaca-santa maria atzompa
puebla-san salvador el verde,puebla-san salvador el verde,100,21,Puebla,143,San Salvador el Verde,puebla-san salvador el verde
chiapas-mazapa de madero,chiapas-mazapa de madero,100,7,Chiapas,53,Mazapa de Madero,chiapas-mazapa de madero
chiapas-bejucal de ocampo,chiapas-bejucal de ocampo,100,7,Chiapas,10,Bejucal de Ocampo,chiapas-bejucal de ocampo
puebla-calpan,puebla-calpan,100,21,Puebla,26,Calpan,puebla-calpan
chiapas-aldama,chiapas-aldama,100,7,Chiapas,113,Aldama,chiapas-aldama
zacatecas-panuco,zacatecas-panuco,100,32,Zacatecas,37,Pánuco,zacatecas-panuco
durango-el oro,durango-el oro,100,10,Durango,18,El Oro,durango-el oro
chiapas-cacahoatan,chiapas-cacahoatan,100,7,Chiapas,15,Cacahoatán,chiapas-cacahoatan
oaxaca-santa maria camotlan,oaxaca-santa maria camotlan,100,20,Oaxaca,400,Santa María Camotlán,oaxaca-santa maria camotlan
chiapas-amatan,chiapas-amatan,100,7,Chiapas,5,Amatán,chiapas-amatan
oaxaca-san pablo villa de mitla,oaxaca-san pablo villa de mitla,100,20,Oaxaca,298,San Pablo Villa de Mitla,oaxaca-san pablo villa de mitla
chiapas-la grandeza,chiapas-la grandeza,100,7,Chiapas,36,La Grandeza,chiapas-la grandeza
oaxaca-santiago tetepec,oaxaca-santiago tetepec,100,20,Oaxaca,489,Santiago Tetepec,oaxaca-santiago tetepec
oaxaca-santiago laxopa,oaxaca-santiago laxopa,100,20,Oaxaca,473,Santiago Laxopa,oaxaca-santiago laxopa
oaxaca-santa maria penoles,oaxaca-santa maria penoles,100,20,Oaxaca,426,Santa María Peñoles,oaxaca-santa maria penoles
oaxaca-santiago astata,oaxaca-santiago astata,100,20,Oaxaca,453,Santiago Astata,oaxaca-santiago astata
oaxaca-yogana,oaxaca-yogana,100,20,Oaxaca,563,Yogana,oaxaca-yogana
oaxaca-san pedro huamelula,oaxaca-san pedro huamelula,100,20,Oaxaca,307,San Pedro Huamelula,oaxaca-san pedro huamelula
morelos-tlayacapan,morelos-tlayacapan,100,17,Morelos,26,Tlayacapan,morelos-tlayacapan
oaxaca-san miguel amatitlan,oaxaca-san miguel amatitlan,100,20,Oaxaca,261,San Miguel Amatitlán,oaxaca-san miguel amatitlan
oaxaca-san raymundo jalpan,oaxaca-san raymundo jalpan,100,20,Oaxaca,342,San Raymundo Jalpan,oaxaca-san raymundo jalpan
chiapas-san lucas,chiapas-san lucas,100,7,Chiapas,110,San Lucas,chiapas-san lucas
oaxaca-miahuatlan de porfirio diaz,oaxaca-miahuatlan de porfirio diaz,100,20,Oaxaca,59,Miahuatlán de Porfirio Díaz,oaxaca-miahuatlan de porfirio diaz
oaxaca-santiago apostol,oaxaca-santiago apostol,100,20,Oaxaca,452,Santiago Apóstol,oaxaca-santiago apostol
tlaxcala-santa cruz tlaxcala,tlaxcala-santa cruz tlaxcala,100,29,Tlaxcala,26,Santa Cruz Tlaxcala,tlaxcala-santa cruz tlaxcala
oaxaca-san francisco huehuetlan,oaxaca-san francisco huehuetlan,100,20,Oaxaca,142,San Francisco Huehuetlán,oaxaca-san francisco huehuetlan
oaxaca-animas trujano,oaxaca-animas trujano,100,20,Oaxaca,174,Ánimas Trujano,oaxaca-animas trujano
chiapas-mazatan,chiapas-mazatan,100,7,Chiapas,54,Mazatán,chiapas-mazatan
oaxaca-asuncion ocotlan,oaxaca-asuncion ocotlan,100,20,Oaxaca,7,Asunción Ocotlán,oaxaca-asuncion ocotlan
puebla-tepeyahualco,puebla-tepeyahualco,100,21,Puebla,170,Tepeyahualco,puebla-tepeyahualco
durango-topia,durango-topia,100,10,Durango,37,Topia,durango-topia
zacatecas-chalchihuites,zacatecas-chalchihuites,100,32,Zacatecas,9,Chalchihuites,zacatecas-chalchihuites
durango-tepehuanes,durango-tepehuanes,100,10,Durango,35,Tepehuanes,durango-tepehuanes
durango-nazas,durango-nazas,100,10,Durango,15,Nazas,durango-nazas
oaxaca-santiago suchilquitongo,oaxaca-santiago suchilquitongo,100,20,Oaxaca,483,Santiago Suchilquitongo,oaxaca-santiago suchilquitongo
zacatecas-villa gonzalez ortega,zacatecas-villa gonzalez ortega,100,32,Zacatecas,53,Villa González Ortega,zacatecas-villa gonzalez ortega
durango-guanacevi,durango-guanacevi,100,10,Durango,9,Guanaceví,durango-guanacevi
oaxaca-san francisco cahuacua,oaxaca-san francisco cahuacua,100,20,Oaxaca,137,San Francisco Cahuacuá,oaxaca-san francisco cahuacua
oaxaca-santa maria la asuncion,oaxaca-santa maria la asuncion,100,20,Oaxaca,396,Santa María la Asunción,oaxaca-santa maria la asuncion
oaxaca-valerio trujano,oaxaca-valerio trujano,100,20,Oaxaca,558,Valerio Trujano,oaxaca-valerio trujano
oaxaca-san juan cieneguilla,oaxaca-san juan cieneguilla,100,20,Oaxaca,186,San Juan Cieneguilla,oaxaca-san juan cieneguilla
morelos-tepoztlan,morelos-tepoztlan,100,17,Morelos,20,Tepoztlán,morelos-tepoztlan
oaxaca-san francisco chapulapa,oaxaca-san francisco chapulapa,100,20,Oaxaca,139,San Francisco Chapulapa,oaxaca-san francisco chapulapa
oaxaca-san pedro teozacoalco,oaxaca-san pedro teozacoalco,100,20,Oaxaca,329,San Pedro Teozacoalco,oaxaca-san pedro teozacoalco
oaxaca-san martin zacatepec,oaxaca-san martin zacatepec,100,20,Oaxaca,245,San Martín Zacatepec,oaxaca-san martin zacatepec
oaxaca-yutanduchi de guerrero,oaxaca-yutanduchi de guerrero,100,20,Oaxaca,564,Yutanduchi de Guerrero,oaxaca-yutanduchi de guerrero
nayarit-tepic,nayarit-tepic,100,18,Nayarit,17,Tepic,nayarit-tepic
zacatecas-jerez,zacatecas-jerez,100,32,Zacatecas,20,Jerez,zacatecas-jerez
tlaxcala-xicohtzinco,tlaxcala-xicohtzinco,100,29,Tlaxcala,42,Xicohtzinco,tlaxcala-xicohtzinco
oaxaca-san miguel santa flor,oaxaca-san miguel santa flor,100,20,Oaxaca,276,San Miguel Santa Flor,oaxaca-san miguel santa flor
oaxaca-san mateo yucutindoo,oaxaca-san mateo yucutindoo,100,20,Oaxaca,566,San Mateo Yucutindoo,oaxaca-san mateo yucutindoo
oaxaca-san juan tamazola,oaxaca-san juan tamazola,100,20,Oaxaca,217,San Juan Tamazola,oaxaca-san juan tamazola
oaxaca-san pedro jaltepetongo,oaxaca-san pedro jaltepetongo,100,20,Oaxaca,311,San Pedro Jaltepetongo,oaxaca-san pedro jaltepetongo
durango-inde,durango-inde,100,10,Durango,11,Indé,durango-inde
oaxaca-san juan bautista lo de soto,oaxaca-san juan bautista lo de soto,100,20,Oaxaca,180,San Juan Bautista Lo de Soto,oaxaca-san juan bautista lo de soto
chiapas-larrainzar,chiapas-larrainzar,100,7,Chiapas,49,Larráinzar,chiapas-larrainzar
oaxaca-zapotitlan lagunas,oaxaca-zapotitlan lagunas,100,20,Oaxaca,567,Zapotitlán Lagunas,oaxaca-zapotitlan lagunas
puebla-coronango,puebla-coronango,100,21,Puebla,34,Coronango,puebla-coronango
durango-hidalgo,durango-hidalgo,100,10,Durango,10,Hidalgo,durango-hidalgo
oaxaca-san francisco sola,oaxaca-san francisco sola,100,20,Oaxaca,149,San Francisco Sola,oaxaca-san francisco sola
chiapas-huixtla,chiapas-huixtla,100,7,Chiapas,40,Huixtla,chiapas-huixtla
oaxaca-san agustin yatareni,oaxaca-san agustin yatareni,100,20,Oaxaca,87,San Agustín Yatareni,oaxaca-san agustin yatareni
oaxaca-san miguel soyaltepec,oaxaca-san miguel soyaltepec,100,20,Oaxaca,278,San Miguel Soyaltepec,oaxaca-san miguel soyaltepec
oaxaca-santiago camotlan,oaxaca-santiago camotlan,100,20,Oaxaca,457,Santiago Camotlán,oaxaca-santiago camotlan
oaxaca-san bartolo yautepec,oaxaca-san bartolo yautepec,100,20,Oaxaca,122,San Bartolo Yautepec,oaxaca-san bartolo yautepec
oaxaca-san antonio tepetlapa,oaxaca-san antonio tepetlapa,100,20,Oaxaca,111,San Antonio Tepetlapa,oaxaca-san antonio tepetlapa
oaxaca-san juan juquila mixes,oaxaca-san juan juquila mixes,100,20,Oaxaca,200,San Juan Juquila Mixes,oaxaca-san juan juquila mixes
oaxaca-santa maria quiegolani,oaxaca-santa maria quiegolani,100,20,Oaxaca,428,Santa María Quiegolani,oaxaca-santa maria quiegolani
oaxaca-totontepec villa de morelos,oaxaca-totontepec villa de morelos,100,20,Oaxaca,554,Totontepec Villa de Morelos,oaxaca-totontepec villa de morelos
puebla-san jose miahuatlan,puebla-san jose miahuatlan,100,21,Puebla,129,San José Miahuatlán,puebla-san jose miahuatlan
oaxaca-santa maria tepantlali,oaxaca-santa maria tepantlali,100,20,Oaxaca,435,Santa María Tepantlali,oaxaca-santa maria tepantlali
oaxaca-ixtlan de juarez,oaxaca-ixtlan de juarez,100,20,Oaxaca,42,Ixtlán de Juárez,oaxaca-ixtlan de juarez
oaxaca-loma bonita,oaxaca-loma bonita,100,20,Oaxaca,44,Loma Bonita,oaxaca-loma bonita
oaxaca-san jeronimo tlacochahuaya,oaxaca-san jeronimo tlacochahuaya,100,20,Oaxaca,550,San Jerónimo Tlacochahuaya,oaxaca-san jeronimo tlacochahuaya
oaxaca-san pedro comitancillo,oaxaca-san pedro comitancillo,100,20,Oaxaca,305,San Pedro Comitancillo,oaxaca-san pedro comitancillo
oaxaca-santiago yaitepec,oaxaca-santiago yaitepec,100,20,Oaxaca,497,Santiago Yaitepec,oaxaca-santiago yaitepec
tlaxcala-chiautempan,tlaxcala-chiautempan,100,29,Tlaxcala,10,Chiautempan,tlaxcala-chiautempan
oaxaca-san mateo del mar,oaxaca-san mateo del mar,100,20,Oaxaca,248,San Mateo del Mar,oaxaca-san mateo del mar
oaxaca-santos reyes yucuna,oaxaca-santos reyes yucuna,100,20,Oaxaca,529,Santos Reyes Yucuná,oaxaca-santos reyes yucuna
tlaxcala-san lorenzo axocomanitla,tlaxcala-san lorenzo axocomanitla,100,29,Tlaxcala,54,San Lorenzo Axocomanitla,tlaxcala-san lorenzo axocomanitla
morelos-temixco,morelos-temixco,100,17,Morelos,18,Temixco,morelos-temixco
morelos-cuautla,morelos-cuautla,100,17,Morelos,6,Cuautla,morelos-cuautla
chiapas-soyalo,chiapas-soyalo,100,7,Chiapas,85,Soyaló,chiapas-soyalo
durango-coneto de comonfort,durango-coneto de comonfort,100,10,Durango,3,Coneto de Comonfort,durango-coneto de comonfort
nayarit-bahia de banderas,nayarit-bahia de banderas,100,18,Nayarit,20,Bahía de Banderas,nayarit-bahia de banderas
oaxaca-mariscala de juarez,oaxaca-mariscala de juarez,100,20,Oaxaca,55,Mariscala de Juárez,oaxaca-mariscala de juarez
oaxaca-san juan atepec,oaxaca-san juan atepec,100,20,Oaxaca,173,San Juan Atepec,oaxaca-san juan atepec
oaxaca-santiago minas,oaxaca-santiago minas,100,20,Oaxaca,477,Santiago Minas,oaxaca-santiago minas
oaxaca-san mateo etlatongo,oaxaca-san mateo etlatongo,100,20,Oaxaca,250,San Mateo Etlatongo,oaxaca-san mateo etlatongo
oaxaca-san juan bautista jayacatlan,oaxaca-san juan bautista jayacatlan,100,20,Oaxaca,179,San Juan Bautista Jayacatlán,oaxaca-san juan bautista jayacatlan
oaxaca-nuevo zoquiapam,oaxaca-nuevo zoquiapam,100,20,Oaxaca,504,Nuevo Zoquiápam,oaxaca-nuevo zoquiapam
oaxaca-san esteban atatlahuca,oaxaca-san esteban atatlahuca,100,20,Oaxaca,133,San Esteban Atatlahuca,oaxaca-san esteban atatlahuca
oaxaca-san juan petlapa,oaxaca-san juan petlapa,100,20,Oaxaca,212,San Juan Petlapa,oaxaca-san juan petlapa
oaxaca-san juan del estado,oaxaca-san juan del estado,100,20,Oaxaca,193,San Juan del Estado,oaxaca-san juan del estado
oaxaca-san miguel aloapam,oaxaca-san miguel aloapam,100,20,Oaxaca,260,San Miguel Aloápam,oaxaca-san miguel aloapam
oaxaca-santiago amoltepec,oaxaca-santiago amoltepec,100,20,Oaxaca,450,Santiago Amoltepec,oaxaca-santiago amoltepec
oaxaca-santo domingo teojomulco,oaxaca-santo domingo teojomulco,100,20,Oaxaca,516,Santo Domingo Teojomulco,oaxaca-santo domingo teojomulco
oaxaca-santo domingo tlatayapam,oaxaca-santo domingo tlatayapam,100,20,Oaxaca,518,Santo Domingo Tlatayápam,oaxaca-santo domingo tlatayapam
oaxaca-santa maria zoquitlan,oaxaca-santa maria zoquitlan,100,20,Oaxaca,449,Santa María Zoquitlán,oaxaca-santa maria zoquitlan
oaxaca-san pedro totolapam,oaxaca-san pedro totolapam,100,20,Oaxaca,333,San Pedro Totolápam,oaxaca-san pedro totolapam
oaxaca-santa catarina lachatao,oaxaca-santa catarina lachatao,100,20,Oaxaca,365,Santa Catarina Lachatao,oaxaca-santa catarina lachatao
tlaxcala-emiliano zapata,tlaxcala-emiliano zapata,100,29,Tlaxcala,46,Emiliano Zapata,tlaxcala-emiliano zapata
tlaxcala-xaltocan,tlaxcala-xaltocan,100,29,Tlaxcala,40,Xaltocan,tlaxcala-xaltocan
tlaxcala-terrenate,tlaxcala-terrenate,100,29,Tlaxcala,30,Terrenate,tlaxcala-terrenate
chiapas-el bosque,chiapas-el bosque,100,7,Chiapas,14,El Bosque,chiapas-el bosque
chiapas-tumbala,chiapas-tumbala,100,7,Chiapas,100,Tumbalá,chiapas-tumbala
morelos-jojutla,morelos-jojutla,100,17,Morelos,12,Jojutla,morelos-jojutla
morelos-mazatepec,morelos-mazatepec,100,17,Morelos,14,Mazatepec,morelos-mazatepec
oaxaca-san juan comaltepec,oaxaca-san juan comaltepec,100,20,Oaxaca,189,San Juan Comaltepec,oaxaca-san juan comaltepec
morelos-xoxocotla,morelos-xoxocotla,100,17,Morelos,35,Xoxocotla,morelos-xoxocotla
puebla-altepexi,puebla-altepexi,100,21,Puebla,13,Altepexi,puebla-altepexi
oaxaca-san francisco tlapancingo,oaxaca-san francisco tlapancingo,100,20,Oaxaca,152,San Francisco Tlapancingo,oaxaca-san francisco tlapancingo
oaxaca-san simon zahuatlan,oaxaca-san simon zahuatlan,100,20,Oaxaca,352,San Simón Zahuatlán,oaxaca-san simon zahuatlan
oaxaca-asuncion tlacolulita,oaxaca-asuncion tlacolulita,100,20,Oaxaca,8,Asunción Tlacolulita,oaxaca-asuncion tlacolulita
oaxaca-guadalupe de ramirez,oaxaca-guadalupe de ramirez,100,20,Oaxaca,34,Guadalupe de Ramírez,oaxaca-guadalupe de ramirez
tlaxcala-espanita,tlaxcala-espanita,100,29,Tlaxcala,12,Españita,tlaxcala-espanita
oaxaca-cienega de zimatlan,oaxaca-cienega de zimatlan,100,20,Oaxaca,13,Ciénega de Zimatlán,oaxaca-cienega de zimatlan
oaxaca-santa gertrudis,oaxaca-santa gertrudis,100,20,Oaxaca,387,Santa Gertrudis,oaxaca-santa gertrudis
oaxaca-santa catarina yosonotu,oaxaca-santa catarina yosonotu,100,20,Oaxaca,372,Santa Catarina Yosonotú,oaxaca-santa catarina yosonotu
oaxaca-santiago zacatepec,oaxaca-santiago zacatepec,100,20,Oaxaca,502,Santiago Zacatepec,oaxaca-santiago zacatepec
chiapas-solosuchiapa,chiapas-solosuchiapa,100,7,Chiapas,84,Solosuchiapa,chiapas-solosuchiapa
oaxaca-santos reyes papalo,oaxaca-santos reyes papalo,100,20,Oaxaca,527,Santos Reyes Pápalo,oaxaca-santos reyes papalo
oaxaca-san juan cacahuatepec,oaxaca-san juan cacahuatepec,100,20,Oaxaca,185,San Juan Cacahuatepec,oaxaca-san juan cacahuatepec
oaxaca-san juan tepeuxila,oaxaca-san juan tepeuxila,100,20,Oaxaca,220,San Juan Tepeuxila,oaxaca-san juan tepeuxila
durango-rodeo,durango-rodeo,100,10,Durango,24,Rodeo,durango-rodeo
durango-san pedro del gallo,durango-san pedro del gallo,100,10,Durango,30,San Pedro del Gallo,durango-san pedro del gallo
durango-san luis del cordero,durango-san luis del cordero,100,10,Durango,29,San Luis del Cordero,durango-san luis del cordero
morelos-tetecala,morelos-tetecala,100,17,Morelos,21,Tetecala,morelos-tetecala
oaxaca-santa maria tlahuitoltepec,oaxaca-santa maria tlahuitoltepec,100,20,Oaxaca,437,Santa María Tlahuitoltepec,oaxaca-santa maria tlahuitoltepec
durango-canelas,durango-canelas,100,10,Durango,2,Canelas,durango-canelas
chiapas-osumacinta,chiapas-osumacinta,100,7,Chiapas,63,Osumacinta,chiapas-osumacinta
oaxaca-san miguel ahuehuetitlan,oaxaca-san miguel ahuehuetitlan,100,20,Oaxaca,259,San Miguel Ahuehuetitlán,oaxaca-san miguel ahuehuetitlan
chiapas-reforma,chiapas-reforma,100,7,Chiapas,74,Reforma,chiapas-reforma
puebla-aljojuca,puebla-aljojuca,100,21,Puebla,12,Aljojuca,puebla-aljojuca
oaxaca-santiago tamazola,oaxaca-santiago tamazola,100,20,Oaxaca,484,Santiago Tamazola,oaxaca-santiago tamazola
oaxaca-calihuala,oaxaca-calihuala,100,20,Oaxaca,11,Calihualá,oaxaca-calihuala
oaxaca-villa diaz ordaz,oaxaca-villa diaz ordaz,100,20,Oaxaca,560,Villa Díaz Ordaz,oaxaca-villa diaz ordaz
oaxaca-san juan lajarcia,oaxaca-san juan lajarcia,100,20,Oaxaca,204,San Juan Lajarcia,oaxaca-san juan lajarcia
tlaxcala-santa catarina ayometla,tlaxcala-santa catarina ayometla,100,29,Tlaxcala,58,Santa Catarina Ayometla,tlaxcala-santa catarina ayometla
